seat_no,prn,centre,total_gradepoints,sgpi,status,year_of_admission,clg_id,gender,cgpa,marks_in_phy,marks_in_chem,marks_inmaths
5017435,2.02E+15,Thane,172,7.82,Successful ,2019,442,F,7.82,48,45,44
5017436,2.02E+15,Thane,199,9.05,Successful ,2019,442,F,9.05,35,47,36
5017437,2.02E+15,Thane,169,7.68,Successful ,2019,442,M,7.68,45,49,47
5017438,2.02E+15,Thane,181,8.23,Successful ,2019,442,M,8.23,37,48,45
5017439,2.02E+15,Thane,160,7.27,Successful ,2019,442,M,7.27,44,49,50
5017440,2.02E+15,Thane,163,7.41,Successful ,2019,442,M,7.41,35,46,40
5017441,2.02E+15,Thane,190,8.64,Successful ,2019,442,F,8.64,48,48,43
5017442,2.02E+15,Thane,160,7.27,Successful ,2019,442,M,7.27,35,50,46
5017443,2.02E+15,Thane,193,8.77,Successful ,2019,442,M,8.77,38,49,38
5017444,2.02E+15,Thane,151,6.86,Successful ,2019,442,M,6.86,44,48,48
5017445,2.02E+15,Thane,139,6.32,Successful ,2019,442,M,6.32,45,50,36
5017446,2.02E+15,Thane,131,5.95,Successful ,2019,442,M,5.95,35,49,47
5017447,2.02E+15,Thane,160,7.27,Successful ,2019,442,M,7.27,49,46,39
5017448,2.02E+15,Thane,187,8.5,Successful ,2019,442,M,8.5,46,45,46
5017449,2.02E+15,Thane,187,8.5,Successful ,2019,442,F,8.5,46,47,39
5017450,2.02E+15,Thane,163,7.41,Successful ,2019,442,M,7.41,49,49,48
5017451,2.02E+15,Thane,162,7.36,Successful ,2019,442,F,7.36,43,48,38
5017452,2.02E+15,Thane,0,0,Unsuccessful ,2019,442,M,0,49,46,44
5017453,2.02E+15,Thane,0,0,Unsuccessful ,2020,442,M,0,47,46,37
5017454,2.02E+15,Thane,157,7.14,Successful ,2020,442,M,7.14,48,47,41
5019900,2.02E+15,Thane,0,0,RR ,2022,442,M,0,45,47,49
5201839,2.02E+15,Thane,0,0,RR ,2019,442,M,0,48,46,37
5201840,2.02E+15,Thane,0,0,RR ,2019,442,M,0,45,45,46
5235251,2.02E+15,,0,0,RR ,2017,442,M,0,37,49,36
5235252,2.02E+15,,0,0,RR ,2018,442,M,0,41,47,42
5235253,2.02E+15,,0,0,RR ,2018,442,M,0,49,45,50
5235254,2.02E+15,,0,0,RR ,2018,442,F,0,38,50,40
5235255,2.02E+15,,0,0,RR ,2018,442,M,0,38,48,39
5235256,2.02E+15,,0,0,RR ,2018,442,M,0,45,45,46
5235257,2.02E+15,,0,0,RR ,2018,442,M,0,42,45,40
5235258,2.02E+15,,0,0,RR ,2018,442,M,0,39,47,43
5235259,2.02E+15,,0,0,RR ,2018,442,M,0,50,45,46
5235260,2.02E+15,,0,0,RR ,2019,442,F,0,46,48,42
5018279,2.02E+15,Kalyan,185,8.41,Successful ,2019,461,F,8.41,44,50,42
5018280,2.02E+15,Kalyan,0,0,Unsuccessful ,2019,461,F,0,45,49,39
5018281,2.02E+15,Kalyan,164,7.45,Successful ,2019,461,M,7.45,39,48,47
5018282,2.02E+15,Kalyan,171,7.77,Successful ,2019,461,M,7.77,48,49,45
5018283,2.02E+15,Kalyan,0,0,Unsuccessful ,2019,461,M,0,41,45,43
5018284,2.02E+15,Kalyan,166,7.55,Successful ,2020,461,F,7.55,35,49,48
5018285,2.02E+15,Kalyan,137,6.23,Successful ,2020,461,M,6.23,47,46,48
5018286,2.02E+15,Kalyan,189,8.59,Successful ,2019,461,M,8.59,36,48,49
5018287,2.02E+15,Kalyan,151,6.86,Successful ,2019,461,F,6.86,40,45,39
5018288,2.02E+15,Kalyan,160,7.27,Successful ,2019,461,M,7.27,37,47,49
5018289,2.02E+15,Kalyan,0,0,Unsuccessful ,2019,461,M,0,49,48,38
5018290,2.02E+15,Kalyan,0,0,Unsuccessful ,2020,461,F,0,38,49,49
5018291,2.02E+15,Kalyan,181,8.23,Successful ,2019,461,M,8.23,40,45,44
5018292,2.02E+15,Kalyan,184,8.36,Successful ,2019,461,M,8.36,46,45,35
5018293,2.02E+15,Kalyan,0,0,Unsuccessful ,2020,461,F,0,48,45,45
5018294,2.02E+15,Kalyan,0,0,Unsuccessful ,2019,461,M,0,49,46,35
5018295,2.02E+15,Kalyan,168,7.64,Successful ,2019,461,M,7.64,37,49,37
5018296,2.02E+15,Kalyan,162,7.36,Successful ,2019,461,M,7.36,39,49,45
5018297,2.02E+15,Kalyan,159,7.23,Successful ,2019,461,M,7.23,46,50,48
5018298,2.02E+15,Kalyan,169,7.68,Successful ,2019,461,M,7.68,45,45,36
5018299,2.02E+15,Kalyan,160,7.27,Successful ,2019,461,F,7.27,37,45,44
5018300,2.02E+15,Kalyan,141,6.41,Successful ,2019,461,M,6.41,35,47,44
5018301,2.02E+15,Kalyan,151,6.86,Successful ,2019,461,M,6.86,45,48,41
5018302,2.02E+15,Kalyan,180,8.18,Successful ,2019,461,M,8.18,49,45,46
5018303,2.02E+15,Kalyan,180,8.18,Successful ,2019,461,F,8.18,50,47,39
5018304,2.02E+15,Kalyan,178,8.09,Successful ,2019,461,M,8.09,37,49,43
5018305,2.02E+15,Kalyan,169,7.68,Successful ,2019,461,F,7.68,43,47,35
5018306,2.02E+15,Kalyan,0,0,Unsuccessful ,2019,461,M,0,38,45,42
5018307,2.02E+15,Kalyan,174,7.91,Successful ,2020,461,F,7.91,50,48,43
5018308,2.02E+15,Kalyan,184,8.36,Successful ,2019,461,M,8.36,35,45,35
5018309,2.02E+15,Kalyan,159,7.23,Successful ,2019,461,F,7.23,45,50,45
5018310,2.02E+15,Kalyan,141,6.41,Successful ,2018,461,M,6.41,38,50,35
5018311,2.02E+15,Kalyan,156,7.09,Successful ,2020,461,M,7.09,48,50,40
5018312,2.02E+15,Kalyan,146,6.64,Successful ,2019,461,F,6.64,42,46,36
5018313,2.02E+15,Kalyan,157,7.14,Successful ,2019,461,M,7.14,44,50,42
5018314,2.02E+15,Kalyan,0,0,Unsuccessful ,2019,461,M,0,45,49,48
5018315,2.02E+15,Kalyan,168,7.64,Successful ,2019,461,M,7.64,45,46,46
5018316,2.02E+15,Kalyan,175,7.95,Successful ,2019,461,F,7.95,47,45,44
5018317,2.02E+15,Kalyan,0,0,Unsuccessful ,2019,461,M,0,40,48,47
5018318,2.02E+15,Kalyan,172,7.82,Successful ,2019,461,F,7.82,47,45,48
5018319,2.02E+15,Kalyan,178,8.09,Successful ,2019,461,F,8.09,50,45,38
5018320,2.02E+15,Kalyan,159,7.23,Successful ,2020,461,F,7.23,41,48,36
5018321,2.02E+15,Kalyan,181,8.23,Successful ,2020,461,F,8.23,46,45,50
5018322,2.02E+15,Kalyan,186,8.45,Successful ,2019,461,M,8.45,39,46,45
5018323,2.02E+15,Kalyan,170,7.73,Successful ,2019,461,M,7.73,43,49,35
5018324,2.02E+15,Kalyan,181,8.23,Successful ,2019,461,M,8.23,37,45,46
5018325,2.02E+15,Kalyan,160,7.27,Successful ,2019,461,F,7.27,50,50,39
5018326,2.02E+15,Kalyan,167,7.59,Successful ,2019,461,M,7.59,39,47,41
5018327,2.02E+15,Kalyan,175,7.95,Successful ,2019,461,F,7.95,49,45,45
5018328,2.02E+15,Kalyan,145,6.59,Successful ,2020,461,F,6.59,43,50,35
5018329,2.02E+15,Kalyan,171,7.77,Successful ,2018,461,F,7.77,39,48,49
5018330,2.02E+15,Kalyan,158,7.18,Successful ,2019,461,M,7.18,38,50,37
5018331,2.02E+15,Kalyan,169,7.68,Successful ,2019,461,M,7.68,50,46,46
5018332,2.02E+15,Kalyan,0,0,Unsuccessful ,2019,461,M,0,50,46,48
5018333,2.02E+15,Kalyan,0,0,Unsuccessful ,2017,461,M,0,39,47,38
5018334,2.02E+15,Kalyan,169,7.68,Successful ,2020,461,M,7.68,47,46,49
5018335,2.02E+15,Kalyan,160,7.27,Successful ,2019,461,M,7.27,50,45,50
5018336,2.02E+15,Kalyan,187,8.5,Successful ,2019,461,F,8.5,36,50,46
5018337,2.02E+15,Kalyan,146,6.64,Successful ,2018,461,M,6.64,44,47,48
5018338,2.02E+15,Kalyan,160,7.27,Successful ,2019,461,M,7.27,44,45,40
5018339,2.02E+15,Kalyan,168,7.64,Successful ,2020,461,M,7.64,36,47,36
5018340,2.02E+15,Kalyan,159,7.23,Successful ,2020,461,F,7.23,48,47,49
5018341,2.02E+15,Kalyan,178,8.09,Successful ,2020,461,F,8.09,48,45,44
5018342,2.02E+15,Kalyan,187,8.5,Successful ,2020,461,F,8.5,42,48,36
5018343,2.02E+15,Kalyan,0,0,Unsuccessful ,2018,461,M,0,43,45,48
5018344,2.02E+15,Kalyan,162,7.36,Successful ,2019,461,F,7.36,37,50,45
5018345,2.02E+15,Kalyan,0,0,Unsuccessful ,2018,461,M,0,42,48,41
5018346,2.02E+15,Kalyan,179,8.14,Successful ,2020,461,M,8.14,43,47,49
5018347,2.02E+15,Kalyan,165,7.5,Successful ,2020,461,M,7.5,40,50,36
5018348,2.02E+15,Kalyan,143,6.5,Successful ,2019,461,M,6.5,35,48,46
5018349,2.02E+15,Kalyan,154,7,Successful ,2019,461,M,7,38,45,48
5018350,2.02E+15,Kalyan,165,7.5,Successful ,2019,461,M,7.5,49,46,35
5018351,2.02E+15,Kalyan,171,7.77,Successful ,2019,461,F,7.77,41,46,43
5018352,2.02E+15,Kalyan,193,8.77,Successful ,2019,461,F,8.77,37,48,47
5018353,2.02E+15,Kalyan,167,7.59,Successful ,2020,461,M,7.59,47,49,44
5018354,2.02E+15,Kalyan,0,0,Unsuccessful ,2019,461,M,0,37,50,40
5018355,2.02E+15,Kalyan,139,6.32,Successful ,2019,461,M,6.32,40,47,38
5018356,2.02E+15,Kalyan,156,7.09,Successful ,2018,461,M,7.09,44,49,47
5018357,2.02E+15,Kalyan,153,6.95,Successful ,2020,461,M,6.95,49,48,36
5018358,2.02E+15,Kalyan,0,0,Unsuccessful ,2019,461,M,0,40,45,40
5018359,2.02E+15,Kalyan,175,7.95,Successful ,2019,461,M,7.95,37,48,46
5018360,2.02E+15,Kalyan,0,0,Unsuccessful ,2018,461,F,0,50,50,37
5018361,2.02E+15,Kalyan,202,9.18,Successful ,2019,461,M,9.18,41,49,39
5018362,2.02E+15,Kalyan,167,7.59,Successful ,2019,461,M,7.59,38,47,42
5018363,2.02E+15,Kalyan,193,8.77,Successful ,2019,461,M,8.77,48,48,47
5018364,2.02E+15,Kalyan,193,8.77,Successful ,2019,461,M,8.77,43,49,41
5018365,2.02E+15,Kalyan,184,8.36,Successful ,2019,461,M,8.36,40,49,35
5018366,2.02E+15,Kalyan,0,0,Unsuccessful ,2019,461,M,0,35,48,46
5018367,2.02E+15,Kalyan,193,8.77,Successful ,2020,461,M,8.77,50,46,41
5018368,2.02E+15,Kalyan,172,7.82,Successful ,2016,461,M,7.82,44,49,40
5018369,2.02E+15,Kalyan,150,6.82,Successful ,2019,461,M,6.82,44,49,41
5018370,2.02E+15,Kalyan,149,6.77,Successful ,2019,461,M,6.77,50,45,45
5018371,2.02E+15,Kalyan,171,7.77,Successful ,2020,461,M,7.77,45,48,40
5018372,2.02E+15,Kalyan,172,7.82,Successful ,2020,461,M,7.82,49,49,47
5018373,2.02E+15,Kalyan,178,8.09,Successful ,2019,461,M,8.09,39,46,35
5018374,2.02E+15,Kalyan,168,7.64,Successful ,2019,461,M,7.64,46,50,43
5018375,2.02E+15,Kalyan,0,0,Unsuccessful ,2018,461,M,0,36,47,37
5018376,2.02E+15,Kalyan,0,0,Unsuccessful ,2018,461,M,0,45,49,42
5018377,2.02E+15,Kalyan,179,8.14,Successful ,2019,461,M,8.14,43,45,37
5018378,2.02E+15,Kalyan,178,8.09,Successful ,2019,461,M,8.09,37,46,43
5018379,2.02E+15,Kalyan,163,7.41,Successful ,2019,461,M,7.41,44,49,42
5018380,2.02E+15,Kalyan,151,6.86,Successful ,2019,461,M,6.86,46,46,35
5018381,2.02E+15,Kalyan,154,7,Successful ,2019,461,M,7,46,45,38
5018382,2.02E+15,Kalyan,164,7.45,Successful ,2020,461,M,7.45,38,47,48
5018383,2.02E+15,Kalyan,181,8.23,Successful ,2019,461,F,8.23,37,46,41
5019981,2.02E+15,Kalyan,0,0,Unsuccessful ,2022,461,F,0,37,50,40
5015046,2.02E+15,Vasai,157,7.14,Successful ,2020,466,M,7.14,48,49,44
5015047,2.02E+15,Vasai,158,7.18,Successful ,2020,466,M,7.18,41,45,48
5015048,2.02E+15,Vasai,158,7.18,Successful ,2019,466,M,7.18,40,49,40
5015049,2.02E+15,Vasai,166,7.55,Successful ,2019,466,M,7.55,39,45,36
5015050,2.02E+15,Vasai,0,0,Unsuccessful ,2019,466,M,0,42,49,43
5015051,2.02E+15,Vasai,139,6.32,Successful ,2019,466,M,6.32,36,50,38
5015052,2.02E+15,Vasai,193,8.77,Successful ,2019,466,M,8.77,42,50,42
5015053,2.02E+15,Vasai,184,8.36,Successful ,2019,466,F,8.36,45,46,41
5015054,2.02E+15,Vasai,178,8.09,Successful ,2019,466,M,8.09,48,49,43
5015055,2.02E+15,Vasai,205,9.32,Successful ,2019,466,F,9.32,49,50,42
5015056,2.02E+15,Vasai,174,7.91,Successful ,2019,466,M,7.91,35,47,44
5015057,2.02E+15,Vasai,172,7.82,Successful ,2019,466,F,7.82,44,47,38
5015058,2.02E+15,Vasai,137,6.23,Successful ,2019,466,M,6.23,50,50,43
5015059,2.02E+15,Vasai,168,7.64,Successful ,2019,466,F,7.64,44,50,41
5015060,2.02E+15,Vasai,165,7.5,Successful ,2019,466,M,7.5,50,46,48
5015061,2.02E+15,Vasai,192,8.73,Successful ,2019,466,M,8.73,41,50,37
5015062,2.02E+15,Vasai,198,9,Successful ,2019,466,F,9,37,45,38
5015063,2.02E+15,Vasai,196,8.91,Successful ,2019,466,F,8.91,46,48,50
5015064,2.02E+15,Vasai,125,5.68,Successful ,2019,466,M,5.68,44,50,39
5015065,2.02E+15,Vasai,154,7,Successful ,2019,466,F,7,35,46,35
5015066,2.02E+15,Vasai,188,8.55,Successful ,2019,466,F,8.55,38,48,35
5015067,2.02E+15,Vasai,179,8.14,Successful ,2019,466,M,8.14,42,46,47
5015068,2.02E+15,Vasai,181,8.23,Successful ,2019,466,M,8.23,35,47,38
5015069,2.02E+15,Vasai,147,6.68,Successful ,2019,466,M,6.68,37,50,39
5015070,2.02E+15,Vasai,157,7.14,Successful ,2019,466,F,7.14,43,45,43
5015071,2.02E+15,Vasai,167,7.59,Successful ,2019,466,M,7.59,37,50,46
5015072,2.02E+15,Vasai,182,8.27,Successful ,2019,466,M,8.27,50,45,37
5015073,2.02E+15,Vasai,148,6.73,Successful ,2019,466,M,6.73,38,45,41
5015074,2.02E+15,Vasai,164,7.45,Successful ,2019,466,F,7.45,46,46,42
5015075,2.02E+15,Vasai,168,7.64,Successful ,2019,466,M,7.64,38,45,36
5015076,2.02E+15,Vasai,182,8.27,Successful ,2019,466,M,8.27,35,45,42
5015077,2.02E+15,Vasai,202,9.18,Successful ,2019,466,M,9.18,47,49,50
5015078,2.02E+15,Vasai,163,7.41,Successful ,2019,466,F,7.41,46,46,45
5015079,2.02E+15,Vasai,173,7.86,Successful ,2019,466,M,7.86,44,46,36
5015080,2.02E+15,Vasai,158,7.18,Successful ,2019,466,M,7.18,44,47,49
5015081,2.02E+15,Vasai,171,7.77,Successful ,2019,466,F,7.77,50,45,49
5015082,2.02E+15,Vasai,179,8.14,Successful ,2020,466,F,8.14,43,47,45
5015083,2.02E+15,Vasai,181,8.23,Successful ,2020,466,M,8.23,38,45,46
5015084,2.02E+15,Vasai,190,8.64,Successful ,2019,466,M,8.64,40,49,50
5015085,2.02E+15,Vasai,166,7.55,Successful ,2020,466,M,7.55,35,49,44
5015086,2.02E+15,Vasai,185,8.41,Successful ,2020,466,M,8.41,43,45,47
5015195,2.02E+15,Vasai,149,6.77,Successful ,2020,466,M,6.77,49,50,39
5015196,2.02E+15,Vasai,160,7.27,Successful ,2020,466,F,7.27,38,45,40
5015197,2.02E+15,Vasai,0,0,Unsuccessful ,2019,466,M,0,47,47,35
5015198,2.02E+15,Vasai,197,8.95,Successful ,2020,466,M,8.95,41,46,50
5015199,2.02E+15,Vasai,156,7.09,Successful ,2019,466,M,7.09,44,47,46
5015200,2.02E+15,Vasai,172,7.82,Successful ,2019,466,M,7.82,35,45,37
5015201,2.02E+15,Vasai,152,6.91,Successful ,2019,466,M,6.91,35,48,46
5015202,2.02E+15,Vasai,173,7.86,Successful ,2020,466,M,7.86,47,48,45
5015203,2.02E+15,Vasai,142,6.45,Successful ,2019,466,M,6.45,35,50,45
5015204,2.02E+15,Vasai,167,7.59,Successful ,2019,466,M,7.59,48,50,38
5015205,2.02E+15,Vasai,0,0,Unsuccessful ,2020,466,M,0,38,46,35
5015206,2.02E+15,Vasai,168,7.64,Successful ,2019,466,M,7.64,45,49,47
5015207,2.02E+15,Vasai,160,7.27,Successful ,2019,466,M,7.27,36,49,42
5015208,2.02E+15,Vasai,174,7.91,Successful ,2019,466,M,7.91,35,48,37
5015209,2.02E+15,Vasai,153,6.95,Successful ,2020,466,F,6.95,45,47,38
5015210,2.02E+15,Vasai,187,8.5,Successful ,2019,466,F,8.5,43,50,41
5015211,2.02E+15,Vasai,206,9.36,Successful ,2019,466,F,9.36,48,48,44
5015212,2.02E+15,Vasai,163,7.41,Successful ,2019,466,F,7.41,44,49,45
5015213,2.02E+15,Vasai,190,8.64,Successful ,2019,466,M,8.64,37,46,43
5015214,2.02E+15,Vasai,160,7.27,Successful ,2019,466,F,7.27,42,46,43
5015215,2.02E+15,Vasai,150,6.82,Successful ,2019,466,M,6.82,41,47,50
5015216,2.02E+15,Vasai,146,6.64,Successful ,2019,466,F,6.64,39,47,42
5015217,2.02E+15,Vasai,171,7.77,Successful ,2019,466,M,7.77,48,49,42
5015218,2.02E+15,Vasai,174,7.91,Successful ,2020,466,F,7.91,38,49,50
5015219,2.02E+15,Vasai,149,6.77,Successful ,2019,466,M,6.77,36,49,38
5015220,2.02E+15,Vasai,171,7.77,Successful ,2019,466,M,7.77,50,45,43
5015221,2.02E+15,Vasai,142,6.45,Successful ,2019,466,M,6.45,42,45,43
5015222,2.02E+15,Vasai,164,7.45,Successful ,2020,466,M,7.45,37,48,37
5015223,2.02E+15,Vasai,146,6.64,Successful ,2019,466,M,6.64,40,46,43
5015224,2.02E+15,Vasai,143,6.5,Successful ,2019,466,M,6.5,38,50,49
5015225,2.02E+15,Vasai,148,6.73,Successful ,2020,466,M,6.73,43,50,44
5015226,2.02E+15,Vasai,168,7.64,Successful ,2019,466,F,7.64,41,45,38
5015227,2.02E+15,Vasai,158,7.18,Successful ,2017,466,M,7.18,37,49,44
5015228,2.02E+15,Vasai,157,7.14,Successful ,2019,466,M,7.14,42,48,42
5015229,2.02E+15,Vasai,0,0,Unsuccessful ,2019,466,F,0,46,50,39
5015230,2.02E+15,Vasai,166,7.55,Successful ,2020,466,M,7.55,42,49,48
5016042,2.02E+15,Mumbai,181,8.23,Successful ,2019,522,F,8.23,43,48,35
5016043,2.02E+15,Mumbai,192,8.73,Successful ,2019,522,M,8.73,35,50,36
5016044,2.02E+15,Mumbai,184,8.36,Successful ,2019,522,M,8.36,49,49,36
5016045,2.02E+15,Mumbai,176,8,Successful ,2020,522,M,8,47,48,43
5016046,2.02E+15,Mumbai,166,7.55,Successful ,2019,522,M,7.55,45,48,36
5016047,2.02E+15,Mumbai,215,9.77,Successful ,2019,522,M,9.77,39,50,41
5016048,2.02E+15,Mumbai,184,8.36,Successful ,2019,522,F,8.36,50,46,38
5016049,2.02E+15,Mumbai,150,6.82,Successful ,2019,522,M,6.82,48,49,48
5016050,2.02E+15,Mumbai,205,9.32,Successful ,2019,522,F,9.32,46,47,46
5016051,2.02E+15,Mumbai,177,8.05,Successful ,2019,522,M,8.05,37,45,41
5016052,2.02E+15,Mumbai,0,0,Unsuccessful ,2019,522,M,0,39,49,44
5016053,2.02E+15,Mumbai,178,8.09,Successful ,2019,522,M,8.09,36,50,40
5016054,2.02E+15,Mumbai,177,8.05,Successful ,2019,522,M,8.05,46,45,47
5016055,2.02E+15,Mumbai,181,8.23,Successful ,2019,522,M,8.23,46,46,50
5016056,2.02E+15,Mumbai,203,9.23,Successful ,2019,522,M,9.23,40,49,48
5016057,2.02E+15,Mumbai,177,8.05,Successful ,2019,522,F,8.05,47,47,39
5016058,2.02E+15,Mumbai,181,8.23,Successful ,2019,522,M,8.23,37,48,37
5016059,2.02E+15,Mumbai,175,7.95,Successful ,2020,522,M,7.95,36,50,36
5016060,2.02E+15,Mumbai,147,6.68,Successful ,2019,522,M,6.68,42,47,46
5016061,2.02E+15,Mumbai,181,8.23,Successful ,2019,522,M,8.23,50,49,49
5016062,2.02E+15,Mumbai,157,7.14,Successful ,2019,522,M,7.14,46,50,39
5016063,2.02E+15,Mumbai,168,7.64,Successful ,2019,522,M,7.64,40,50,42
5016064,2.02E+15,Mumbai,193,8.77,Successful ,2019,522,F,8.77,44,46,44
5016065,2.02E+15,Mumbai,174,7.91,Successful ,2019,522,M,7.91,45,46,40
5016066,2.02E+15,Mumbai,167,7.59,Successful ,2019,522,M,7.59,49,50,42
5016067,2.02E+15,Mumbai,181,8.23,Successful ,2019,522,F,8.23,50,49,44
5016068,2.02E+15,Mumbai,196,8.91,Successful ,2019,522,M,8.91,50,47,43
5016069,2.02E+15,Mumbai,173,7.86,Successful ,2019,522,M,7.86,42,45,43
5016070,2.02E+15,Mumbai,162,7.36,Successful ,2019,522,M,7.36,36,48,44
5016071,2.02E+15,Mumbai,205,9.32,Successful ,2019,522,F,9.32,38,45,46
5016072,2.02E+15,Mumbai,180,8.18,Successful ,2019,522,F,8.18,37,49,36
5016073,2.02E+15,Mumbai,161,7.32,Successful ,2019,522,M,7.32,43,47,35
5016074,2.02E+15,Mumbai,141,6.41,Successful ,2017,522,M,6.41,44,48,43
5016075,2.02E+15,Mumbai,153,6.95,Successful ,2019,522,F,6.95,43,45,36
5016076,2.02E+15,Mumbai,172,7.82,Successful ,2019,522,F,7.82,46,49,35
5016077,2.02E+15,Mumbai,190,8.64,Successful ,2019,522,F,8.64,43,45,48
5016078,2.02E+15,Mumbai,174,7.91,Successful ,2019,522,F,7.91,45,49,35
5016079,2.02E+15,Mumbai,0,0,Unsuccessful ,2020,522,M,0,42,45,45
5016080,2.02E+15,Mumbai,202,9.18,Successful ,2019,522,M,9.18,37,47,42
5016081,2.02E+15,Mumbai,152,6.91,Successful ,2019,522,M,6.91,50,47,44
5016082,2.02E+15,Mumbai,168,7.64,Successful ,2019,522,M,7.64,39,47,39
5016083,2.02E+15,Mumbai,156,7.09,Successful ,2019,522,M,7.09,43,46,44
5016084,2.02E+15,Mumbai,161,7.32,Successful ,2019,522,M,7.32,35,45,43
5016085,2.02E+15,Mumbai,145,6.59,Successful ,2019,522,M,6.59,44,46,48
5016086,2.02E+15,Mumbai,203,9.23,Successful ,2020,522,M,9.23,39,50,35
5016087,2.02E+15,Mumbai,169,7.68,Successful ,2019,522,M,7.68,48,45,46
5016088,2.02E+15,Mumbai,186,8.45,Successful ,2019,522,M,8.45,40,47,35
5016089,2.02E+15,Mumbai,174,7.91,Successful ,2019,522,M,7.91,49,48,40
5016090,2.02E+15,Mumbai,186,8.45,Successful ,2020,522,M,8.45,35,46,41
5016091,2.02E+15,Mumbai,183,8.32,Successful ,2020,522,F,8.32,45,50,38
5016092,2.02E+15,Mumbai,168,7.64,Successful ,2020,522,M,7.64,47,48,47
5016093,2.02E+15,Mumbai,181,8.23,Successful ,2019,522,M,8.23,49,48,42
5016094,2.02E+15,Mumbai,190,8.64,Successful ,2019,522,M,8.64,40,45,50
5016095,2.02E+15,Mumbai,190,8.64,Successful ,2019,522,F,8.64,45,50,35
5016096,2.02E+15,Mumbai,172,7.82,Successful ,2019,522,M,7.82,48,50,35
5016097,2.02E+15,Mumbai,0,0,Unsuccessful ,2019,522,M,0,36,49,41
5016098,2.02E+15,Mumbai,189,8.59,Successful ,2019,522,M,8.59,41,49,42
5016099,2.02E+15,Mumbai,153,6.95,Successful ,2019,522,M,6.95,48,48,47
5016100,2.02E+15,Mumbai,0,0,Unsuccessful ,2018,522,M,0,50,48,41
5016101,2.02E+15,Mumbai,153,6.95,Successful ,2019,522,M,6.95,35,48,36
5016102,2.02E+15,Mumbai,158,7.18,Successful ,2019,522,M,7.18,38,49,42
5016103,2.02E+15,Mumbai,166,7.55,Successful ,2019,522,M,7.55,45,48,47
5016104,2.02E+15,Mumbai,159,7.23,Successful ,2019,522,M,7.23,44,45,45
5016105,2.02E+15,Mumbai,151,6.86,Successful ,2019,522,M,6.86,47,46,45
5016106,2.02E+15,Mumbai,0,0,Unsuccessful ,2019,522,M,0,36,45,43
5016107,2.02E+15,Mumbai,157,7.14,Successful ,2019,522,M,7.14,43,46,46
5016108,2.02E+15,Mumbai,165,7.5,Successful ,2019,522,M,7.5,37,49,42
5016109,2.02E+15,Mumbai,168,7.64,Successful ,2017,522,M,7.64,49,45,48
5016110,2.02E+15,Mumbai,177,8.05,Successful ,2019,522,M,8.05,47,46,42
5016111,2.02E+15,Mumbai,160,7.27,Successful ,2019,522,M,7.27,35,46,35
5016112,2.02E+15,Mumbai,174,7.91,Successful ,2019,522,M,7.91,42,49,46
5019534,2.02E+15,Sangameshwar,157,7.14,Successful ,2020,523,M,7.14,37,49,40
5019535,2.02E+15,Sangameshwar,157,7.14,Successful ,2019,523,M,7.14,50,49,36
5019536,2.02E+15,Sangameshwar,169,7.68,Successful ,2019,523,M,7.68,36,46,40
5019537,2.02E+15,Sangameshwar,157,7.14,Successful ,2020,523,M,7.14,45,47,49
5019538,2.02E+15,Sangameshwar,175,7.95,Successful ,2019,523,M,7.95,48,48,38
5019539,2.02E+15,Sangameshwar,162,7.36,Successful ,2019,523,M,7.36,44,46,45
5019540,2.02E+15,Sangameshwar,177,8.05,Successful ,2020,523,M,8.05,39,45,38
5019541,2.02E+15,Sangameshwar,0,0,Unsuccessful ,2020,523,F,0,50,45,45
5019542,2.02E+15,Sangameshwar,133,6.05,Successful ,2020,523,M,6.05,49,45,50
5019543,2.02E+15,Sangameshwar,166,7.55,Successful ,2020,523,M,7.55,39,47,37
5019544,2.02E+15,Sangameshwar,158,7.18,Successful ,2020,523,M,7.18,38,49,47
5019545,2.02E+15,Sangameshwar,144,6.55,Successful ,2019,523,F,6.55,44,47,50
5019546,2.02E+15,Sangameshwar,169,7.68,Successful ,2019,523,M,7.68,42,49,40
5019547,2.02E+15,Sangameshwar,149,6.77,Successful ,2019,523,F,6.77,38,48,48
5019548,2.02E+15,Sangameshwar,0,0,Unsuccessful ,2019,523,M,0,44,50,43
5019549,2.02E+15,Sangameshwar,166,7.55,Successful ,2019,523,F,7.55,46,45,42
5019550,2.02E+15,Sangameshwar,176,8,Successful ,2020,523,M,8,36,45,40
5019551,2.02E+15,Sangameshwar,167,7.59,Successful ,2020,523,F,7.59,42,46,35
5019552,2.02E+15,Sangameshwar,187,8.5,Successful ,2019,523,M,8.5,44,45,45
5019553,2.02E+15,Sangameshwar,187,8.5,Successful ,2019,523,F,8.5,36,49,35
5019554,2.02E+15,Sangameshwar,0,0,Unsuccessful ,2019,523,M,0,43,48,38
5019555,2.02E+15,Sangameshwar,166,7.55,Successful ,2020,523,M,7.55,38,50,41
5019556,2.02E+15,Sangameshwar,154,7,Successful ,2019,523,M,7,38,48,45
5019557,2.02E+15,Sangameshwar,166,7.55,Successful ,2019,523,M,7.55,47,45,47
5019558,2.02E+15,Sangameshwar,159,7.23,Successful ,2020,523,M,7.23,37,46,48
5019559,2.02E+15,Sangameshwar,145,6.59,Successful ,2019,523,M,6.59,37,48,40
5019560,2.02E+15,Sangameshwar,172,7.82,Successful ,2019,523,M,7.82,37,45,42
